,city,country,parameter,value,unit
7799,Durgapur,IN,so2,13.34,µg/m³
7800,Durgapur,IN,so2,13.34,µg/m³
7801,Durgapur,IN,so2,13.34,µg/m³
7802,Durgapur,IN,so2,13.34,µg/m³
7803,Durgapur,IN,so2,13.34,µg/m³
7804,Durgapur,IN,so2,13.34,µg/m³
7805,Durgapur,IN,so2,13.34,µg/m³
7806,Durgapur,IN,so2,13.34,µg/m³
7807,Durgapur,IN,so2,13.34,µg/m³
7808,Durgapur,IN,so2,13.34,µg/m³
7809,Durgapur,IN,so2,13.34,µg/m³
7810,Durgapur,IN,pm10,0.0,µg/m³
7811,Durgapur,IN,pm10,220.63,µg/m³
7812,Durgapur,IN,no2,42.25,µg/m³
7813,Durgapur,IN,no2,64.57,µg/m³
7814,Durgapur,IN,so2,33.32,µg/m³
7815,Durgapur,IN,so2,13.0,µg/m³
7816,Durgapur,IN,co,0.98,µg/m³
7817,Durgapur,IN,co,240.0,µg/m³
7818,Barddhaman,IN,so2,33.32,µg/m³
7819,Barddhaman,IN,co,0.98,µg/m³
7820,Barddhaman,IN,no2,42.25,µg/m³
7821,Aizawl,IN,so2,3.75,µg/m³
7822,Aizawl,IN,o3,2.52,µg/m³
7823,Aizawl,IN,pm25,0.0,µg/m³
7824,Aizawl,IN,pm10,2.0,µg/m³
7825,Aizawl,IN,co,20.0,µg/m³
7826,Aizawl,IN,no2,0.03,µg/m³
7827,Silkboard Junction 323,IN,o3,33.52,µg/m³
7828,Silkboard Junction 323,IN,pm10,90.0,µg/m³
7829,Silkboard Junction 323,IN,co,390.0,µg/m³
7830,Silkboard Junction 323,IN,co,1760.0,µg/m³
7831,Silkboard Junction 323,IN,pm25,23.0,µg/m³
7832,Silkboard Junction 323,IN,no2,55.1,µg/m³
7833,Silkboard Junction 323,IN,pm25,14.0,µg/m³
7834,Silkboard Junction 323,IN,pm10,18.0,µg/m³
7835,Silkboard Junction 323,IN,so2,4.5,µg/m³
7836,Silkboard Junction 323,IN,o3,24.83,µg/m³
7837,Silkboard Junction 323,IN,no2,14.0,µg/m³
7838,Silkboard Junction 323,IN,so2,4.8,µg/m³
7839,Mumbai,IN,so2,46.83,µg/m³
7840,Mumbai,IN,o3,9.1,µg/m³
7841,Mumbai,IN,co,180.0,µg/m³
7842,Mumbai,IN,no2,12.5,µg/m³
7843,Mumbai,IN,o3,14.37,µg/m³
7844,Mumbai,IN,so2,14.96,µg/m³
7845,Mumbai,IN,pm25,9.0,µg/m³
7846,Mumbai,IN,pm10,51.0,µg/m³
7847,Mumbai,IN,pm25,17.0,µg/m³
7848,Mumbai,IN,pm10,52.0,µg/m³
7849,Mumbai,IN,co,230.0,µg/m³
7850,Mumbai,IN,no2,9.7,µg/m³
7851,Delhi,IN,pm25,61.0,µg/m³
7852,Delhi,IN,o3,75.4,µg/m³
7853,Delhi,IN,co,320.0,µg/m³
7854,Delhi,IN,no2,17.46,µg/m³
7855,Delhi,IN,so2,9.2,µg/m³
7856,Delhi,IN,pm10,69.0,µg/m³
7857,Delhi,IN,pm25,1978.0,µg/m³
7858,Delhi,IN,so2,18.9,µg/m³
7859,Delhi,IN,pm25,114.0,µg/m³
7860,Delhi,IN,pm10,213.0,µg/m³
7861,Delhi,IN,no2,39.8,µg/m³
7862,Delhi,IN,o3,33.7,µg/m³
7863,Delhi,IN,co,730.0,µg/m³
7864,Solapur,IN,pm25,51.97,µg/m³
7865,Solapur,IN,pm10,135.05,µg/m³
7866,Solapur,IN,no2,44.11,µg/m³
7867,Solapur,IN,o3,40.6,µg/m³
7868,Solapur,IN,co,2230.0,µg/m³
7869,Solapur,IN,so2,3.85,µg/m³
7870,Delhi,IN,o3,51.2,µg/m³
7871,Delhi,IN,so2,8.9,µg/m³
7872,Delhi,IN,co,0.5,µg/m³
7873,Delhi,IN,no2,12.7,µg/m³
7874,Delhi,IN,pm25,25.0,µg/m³
7875,Delhi,IN,pm10,50.0,µg/m³
7876,Delhi,IN,no2,6.1,µg/m³
7877,Delhi,IN,pm25,27.0,µg/m³
7878,Delhi,IN,pm10,33.0,µg/m³
7879,Delhi,IN,o3,32.2,µg/m³
7880,Delhi,IN,so2,2.4,µg/m³
7881,Delhi,IN,co,1100.0,µg/m³
7882,Bhopal,IN,pm25,16.0,µg/m³
7883,Bhopal,IN,pm10,93.0,µg/m³
7884,Bhopal,IN,co,620.0,µg/m³
7885,Bhopal,IN,no2,13.3,µg/m³
7886,Bhopal,IN,o3,49.7,µg/m³
7887,Bhopal,IN,so2,10.1,µg/m³
7888,Medak,IN,pm25,6.0,µg/m³
7889,Medak,IN,co,690.0,µg/m³
7890,Medak,IN,co,2450.0,µg/m³
7891,Medak,IN,so2,3.43,µg/m³
7892,Medak,IN,so2,6.29,µg/m³
7893,Medak,IN,pm25,19.0,µg/m³
7894,Medak,IN,o3,65.36,µg/m³
7895,Medak,IN,o3,82.93,µg/m³
7896,Medak,IN,no2,28.76,µg/m³
7897,Medak,IN,no2,13.76,µg/m³
7898,"OSPCB CAAQMS-1
Mahanadi Coal fields Limited
Near Senior transit camp
Dera ",IN,pm25,14.27,µg/m³
7899,"OSPCB CAAQMS-1
Mahanadi Coal fields Limited
Near Senior transit camp
Dera ",IN,pm10,138.23,µg/m³
7900,"OSPCB CAAQMS-1
Mahanadi Coal fields Limited
Near Senior transit camp
Dera ",IN,so2,31.39,µg/m³
7901,"OSPCB CAAQMS-1
Mahanadi Coal fields Limited
Near Senior transit camp
Dera ",IN,o3,1.13,µg/m³
7902,"OSPCB CAAQMS-1
Mahanadi Coal fields Limited
Near Senior transit camp
Dera ",IN,no2,7.78,µg/m³
7903,"OSPCB CAAQMS-1
Mahanadi Coal fields Limited
Near Senior transit camp
Dera ",IN,no2,24.23,µg/m³
7904,"OSPCB CAAQMS-1
Mahanadi Coal fields Limited
Near Senior transit camp
Dera ",IN,so2,21.72,µg/m³
7905,"OSPCB CAAQMS-1
Mahanadi Coal fields Limited
Near Senior transit camp
Dera ",IN,co,1380.0,µg/m³
7906,"OSPCB CAAQMS-1
Mahanadi Coal fields Limited
Near Senior transit camp
Dera ",IN,pm25,18.55,µg/m³
7907,"OSPCB CAAQMS-1
Mahanadi Coal fields Limited
Near Senior transit camp
Dera ",IN,pm10,29.44,µg/m³
7908,"OSPCB CAAQMS-1
Mahanadi Coal fields Limited
Near Senior transit camp
Dera ",IN,o3,38.44,µg/m³
7909,"OSPCB CAAQMS-1
Mahanadi Coal fields Limited
Near Senior transit camp
Dera ",IN,co,1340.0,µg/m³
7910,Lucknow,IN,pm25,315.57,µg/m³
7911,Lucknow,IN,co,1010.0,µg/m³
7912,Lucknow,IN,no2,52.03,µg/m³
7913,Lucknow,IN,so2,20.42,µg/m³
7914,Lucknow,IN,no2,16.26,µg/m³
7915,Lucknow,IN,co,390.0,µg/m³
7916,Lucknow,IN,pm25,29.5,µg/m³
7917,Lucknow,IN,so2,3.18,µg/m³
7918,Dhanbad,IN,no2,9.87,µg/m³
7919,Dhanbad,IN,co,290.0,µg/m³
7920,Dhanbad,IN,so2,134.32,µg/m³
7921,Dhanbad,IN,pm10,138.3,µg/m³
7922,Dhanbad,IN,o3,3.91,µg/m³
7923,Dhanbad,IN,pm10,117.5,µg/m³
7924,Dhanbad,IN,no2,9.31,µg/m³
7925,Dhanbad,IN,co,140.0,µg/m³
7926,Jorapokhar,IN,so2,13.25,µg/m³
7927,Jorapokhar,IN,o3,17.89,µg/m³
7928,Jorapokhar,IN,pm25,0.0,µg/m³
7929,Jorapokhar,IN,pm10,66.3,µg/m³
7930,Jorapokhar,IN,co,140.0,µg/m³
7931,Jorapokhar,IN,no2,10.56,µg/m³
7932,Gurugram,IN,co,640.0,µg/m³
7933,Gurugram,IN,no2,3.97,µg/m³
7934,Gurugram,IN,o3,17.86,µg/m³
7935,Gurugram,IN,pm25,28.83,µg/m³
7936,Gurugram,IN,pm10,60.42,µg/m³
7937,Gurugram,IN,so2,5.23,µg/m³
7938,Kannur,IN,so2,1.7,µg/m³
7939,Kannur,IN,o3,0.0,µg/m³
7940,Kannur,IN,pm25,23.1,µg/m³
7941,Kannur,IN,pm10,42.84,µg/m³
7942,Kannur,IN,no2,12.44,µg/m³
7943,Kannur,IN,co,620.0,µg/m³
7944,Tirupati,IN,so2,6.0,µg/m³
7945,Tirupati,IN,co,390.0,µg/m³
7946,Tirupati,IN,pm10,47.0,µg/m³
7947,Tirupati,IN,pm25,8.0,µg/m³
7948,Tirupati,IN,o3,31.29,µg/m³
7949,Tirupati,IN,no2,36.4,µg/m³
7950,Near GNC Toll Gate,IN,o3,24.2,µg/m³
7951,Near GNC Toll Gate,IN,pm25,11.0,µg/m³
7952,Near GNC Toll Gate,IN,pm10,21.0,µg/m³
7953,Near GNC Toll Gate,IN,so2,1.4,µg/m³
7954,Near GNC Toll Gate,IN,co,270.0,µg/m³
7955,Near GNC Toll Gate,IN,pm10,8.0,µg/m³
7956,Near GNC Toll Gate,IN,co,680.0,µg/m³
7957,Near GNC Toll Gate,IN,no2,10.4,µg/m³
7958,Near GNC Toll Gate,IN,o3,20.3,µg/m³
7959,Near GNC Toll Gate,IN,pm25,10.0,µg/m³
7960,Near GNC Toll Gate,IN,no2,42.5,µg/m³
7961,Near GNC Toll Gate,IN,so2,6.2,µg/m³
7962,Tirupati,IN,no2,110.4,µg/m³
7963,Tirupati,IN,so2,3.8,µg/m³
7964,Tirupati,IN,co,850.0,µg/m³
7965,Tirupati,IN,o3,30.2,µg/m³
7966,Tirupati,IN,pm25,63.0,µg/m³
7967,Tirupati,IN,pm10,94.0,µg/m³
7968,Chennai,IN,pm25,14.0,µg/m³
7969,Hyderabad,IN,pm25,-999.0,µg/m³
7970,Kolkata,IN,pm25,1.0,µg/m³
7971,Mumbai,IN,pm25,-999.0,µg/m³
7972,Delhi,IN,pm25,31.0,µg/m³
7973,"Kerala State Pollution Control Board
ESIC Hospital",IN,no2,11.2,µg/m³
7974,"Kerala State Pollution Control Board
ESIC Hospital",IN,o3,7.27,µg/m³
7975,"Kerala State Pollution Control Board
ESIC Hospital",IN,pm25,29.11,µg/m³
7976,"Kerala State Pollution Control Board
ESIC Hospital",IN,pm10,25.71,µg/m³
7977,"Kerala State Pollution Control Board
ESIC Hospital",IN,no2,4.0,µg/m³
7978,"Kerala State Pollution Control Board
ESIC Hospital",IN,pm25,5.16,µg/m³
7979,"Kerala State Pollution Control Board
ESIC Hospital",IN,pm10,60.68,µg/m³
7980,"Kerala State Pollution Control Board
ESIC Hospital",IN,o3,17.89,µg/m³
7981,"Kerala State Pollution Control Board
ESIC Hospital",IN,so2,5.98,µg/m³
7982,"Kerala State Pollution Control Board
ESIC Hospital",IN,so2,2.47,µg/m³
7983,"Kerala State Pollution Control Board
ESIC Hospital",IN,co,570.0,µg/m³
7984,"Kerala State Pollution Control Board
ESIC Hospital",IN,co,240.0,µg/m³
7985,Regional Office Cum Laboratory,IN,pm25,190.66,µg/m³
7986,Regional Office Cum Laboratory,IN,pm10,999.99,µg/m³
7987,Regional Office Cum Laboratory,IN,co,750.0,µg/m³
7988,Regional Office Cum Laboratory,IN,so2,3.89,µg/m³
7989,Regional Office Cum Laboratory,IN,o3,25.58,µg/m³
7990,Regional Office Cum Laboratory,IN,no2,18.28,µg/m³
7991,Regional Office Cum Laboratory,IN,so2,34.2,µg/m³
7992,Regional Office Cum Laboratory,IN,co,340.0,µg/m³
7993,Regional Office Cum Laboratory,IN,o3,39.17,µg/m³
7994,Regional Office Cum Laboratory,IN,pm10,92.13,µg/m³
7995,Regional Office Cum Laboratory,IN,pm25,36.48,µg/m³
7996,Regional Office Cum Laboratory,IN,no2,16.42,µg/m³
7997,Chamarajanagar,IN,no2,7.36,µg/m³
7998,Chamarajanagar,IN,no2,7.36,µg/m³
7999,Chamarajanagar,IN,no2,7.36,µg/m³
8000,Chamarajanagar,IN,o3,23.39,µg/m³
8001,Chamarajanagar,IN,o3,23.39,µg/m³
8002,Chamarajanagar,IN,o3,23.39,µg/m³
8003,Chamarajanagar,IN,o3,23.39,µg/m³
8004,Chamarajanagar,IN,o3,23.39,µg/m³
8005,Chamarajanagar,IN,no2,7.36,µg/m³
8006,Chamarajanagar,IN,no2,7.36,µg/m³
8007,Chamarajanagar,IN,no2,7.36,µg/m³
8008,Chamarajanagar,IN,no2,7.36,µg/m³
8009,Chamarajanagar,IN,no2,7.36,µg/m³
8010,Chamarajanagar,IN,no2,7.36,µg/m³
8011,Chamarajanagar,IN,no2,7.36,µg/m³
8012,Chamarajanagar,IN,no2,7.36,µg/m³
8013,Chamarajanagar,IN,no2,7.36,µg/m³
8014,Chamarajanagar,IN,no2,7.36,µg/m³
8015,Chamarajanagar,IN,no2,7.36,µg/m³
8016,Chamarajanagar,IN,no2,7.36,µg/m³
8017,Chamarajanagar,IN,no2,7.36,µg/m³
8018,Chamarajanagar,IN,no2,7.36,µg/m³
8019,Chamarajanagar,IN,o3,23.39,µg/m³
8020,Chamarajanagar,IN,o3,23.39,µg/m³
8021,Chamarajanagar,IN,o3,23.39,µg/m³
8022,Chamarajanagar,IN,o3,23.39,µg/m³
8023,Chamarajanagar,IN,o3,23.39,µg/m³
8024,Chamarajanagar,IN,o3,23.39,µg/m³
8025,Chamarajanagar,IN,o3,23.39,µg/m³
8026,Chamarajanagar,IN,o3,23.39,µg/m³
8027,Chamarajanagar,IN,no2,7.36,µg/m³
8028,Chamarajanagar,IN,no2,7.36,µg/m³
8029,Chamarajanagar,IN,no2,7.36,µg/m³
8030,Chamarajanagar,IN,no2,7.36,µg/m³
8031,Chamarajanagar,IN,no2,7.36,µg/m³
8032,Chamarajanagar,IN,no2,7.36,µg/m³
8033,Chamarajanagar,IN,co,320.0,µg/m³
8034,Chamarajanagar,IN,co,320.0,µg/m³
8035,Chamarajanagar,IN,co,320.0,µg/m³
8036,Chamarajanagar,IN,co,320.0,µg/m³
8037,Chamarajanagar,IN,co,320.0,µg/m³
8038,Chamarajanagar,IN,co,320.0,µg/m³
8039,Chamarajanagar,IN,co,320.0,µg/m³
8040,Chamarajanagar,IN,co,320.0,µg/m³
8041,Chamarajanagar,IN,co,320.0,µg/m³
8042,Chamarajanagar,IN,co,320.0,µg/m³
8043,Chamarajanagar,IN,co,320.0,µg/m³
8044,Chamarajanagar,IN,co,320.0,µg/m³
8045,Chamarajanagar,IN,so2,3.89,µg/m³
8046,Chamarajanagar,IN,so2,3.89,µg/m³
8047,Chamarajanagar,IN,so2,3.89,µg/m³
8048,Chamarajanagar,IN,so2,3.89,µg/m³
8049,Chamarajanagar,IN,so2,3.89,µg/m³
8050,Chamarajanagar,IN,so2,3.89,µg/m³
8051,Chamarajanagar,IN,so2,3.89,µg/m³
8052,Chamarajanagar,IN,so2,3.89,µg/m³
8053,Chamarajanagar,IN,so2,3.89,µg/m³
8054,Chamarajanagar,IN,so2,3.89,µg/m³
8055,Chamarajanagar,IN,so2,3.89,µg/m³
8056,Chamarajanagar,IN,so2,3.89,µg/m³
8057,Chamarajanagar,IN,so2,3.89,µg/m³
8058,Chamarajanagar,IN,so2,3.89,µg/m³
8059,Chamarajanagar,IN,so2,3.89,µg/m³
8060,Chamarajanagar,IN,so2,3.89,µg/m³
8061,Chamarajanagar,IN,so2,3.89,µg/m³
8062,Chamarajanagar,IN,so2,3.89,µg/m³
8063,Chamarajanagar,IN,so2,3.89,µg/m³
8064,Chamarajanagar,IN,pm25,21.13,µg/m³
8065,Chamarajanagar,IN,pm10,30.21,µg/m³
8066,Chamarajanagar,IN,pm25,21.13,µg/m³
8067,Chamarajanagar,IN,pm10,30.21,µg/m³
8068,Chamarajanagar,IN,pm25,21.13,µg/m³
8069,Chamarajanagar,IN,pm10,30.21,µg/m³
8070,Chamarajanagar,IN,pm25,21.13,µg/m³
8071,Chamarajanagar,IN,pm10,30.21,µg/m³
8072,Chamarajanagar,IN,pm25,21.13,µg/m³
8073,Chamarajanagar,IN,pm10,30.21,µg/m³
8074,Chamarajanagar,IN,pm25,21.13,µg/m³
8075,Chamarajanagar,IN,pm10,30.21,µg/m³
8076,Chamarajanagar,IN,pm25,21.13,µg/m³
8077,Chamarajanagar,IN,pm10,30.21,µg/m³
8078,Chamarajanagar,IN,pm25,21.13,µg/m³
8079,Chamarajanagar,IN,pm10,30.21,µg/m³
8080,Chamarajanagar,IN,pm25,21.13,µg/m³
8081,Chamarajanagar,IN,pm10,30.21,µg/m³
8082,Chamarajanagar,IN,pm25,21.13,µg/m³
8083,Chamarajanagar,IN,pm10,30.21,µg/m³
8084,Chamarajanagar,IN,pm25,21.13,µg/m³
8085,Chamarajanagar,IN,pm10,30.21,µg/m³
8086,Chamarajanagar,IN,pm25,21.13,µg/m³
8087,Chamarajanagar,IN,pm10,30.21,µg/m³
8088,Chamarajanagar,IN,pm25,21.13,µg/m³
8089,Chamarajanagar,IN,pm10,30.21,µg/m³
8090,Chamarajanagar,IN,pm25,21.13,µg/m³
8091,Chamarajanagar,IN,pm10,30.21,µg/m³
8092,Chamarajanagar,IN,pm25,21.13,µg/m³
8093,Chamarajanagar,IN,pm10,30.21,µg/m³
8094,Chamarajanagar,IN,pm25,21.13,µg/m³
8095,Chamarajanagar,IN,pm10,30.21,µg/m³
8096,Chamarajanagar,IN,o3,23.39,µg/m³
8097,Chamarajanagar,IN,o3,23.39,µg/m³
8098,Chamarajanagar,IN,o3,23.39,µg/m³
8099,Chamarajanagar,IN,o3,23.39,µg/m³
8100,Chamarajanagar,IN,o3,23.39,µg/m³
8101,Chamarajanagar,IN,o3,23.39,µg/m³
8102,Chamarajanagar,IN,o3,23.39,µg/m³
8103,Chamarajanagar,IN,o3,23.39,µg/m³
8104,Chamarajanagar,IN,o3,23.39,µg/m³
8105,Chamarajanagar,IN,o3,23.39,µg/m³
8106,Chamarajanagar,IN,o3,23.39,µg/m³
8107,Chamarajanagar,IN,o3,23.39,µg/m³
8108,Chamarajanagar,IN,o3,23.39,µg/m³
8109,Chamarajanagar,IN,no2,7.36,µg/m³
8110,Chamarajanagar,IN,no2,7.36,µg/m³
8111,Chamarajanagar,IN,no2,7.36,µg/m³
8112,Chamarajanagar,IN,no2,7.36,µg/m³
8113,Chamarajanagar,IN,no2,7.36,µg/m³
8114,Chamarajanagar,IN,no2,7.36,µg/m³
8115,Chamarajanagar,IN,co,320.0,µg/m³
8116,Chamarajanagar,IN,co,320.0,µg/m³
8117,Chamarajanagar,IN,co,320.0,µg/m³
8118,Chamarajanagar,IN,co,320.0,µg/m³
8119,Chamarajanagar,IN,co,320.0,µg/m³
8120,Chamarajanagar,IN,co,320.0,µg/m³
8121,Chamarajanagar,IN,co,320.0,µg/m³
8122,Chamarajanagar,IN,co,320.0,µg/m³
8123,Chamarajanagar,IN,co,320.0,µg/m³
8124,Chamarajanagar,IN,co,320.0,µg/m³
8125,Chamarajanagar,IN,co,320.0,µg/m³
8126,Chamarajanagar,IN,co,320.0,µg/m³
8127,Chamarajanagar,IN,co,320.0,µg/m³
8128,Chamarajanagar,IN,co,320.0,µg/m³
8129,Chamarajanagar,IN,co,320.0,µg/m³
8130,Chamarajanagar,IN,co,320.0,µg/m³
8131,Chamarajanagar,IN,co,320.0,µg/m³
8132,Chamarajanagar,IN,co,320.0,µg/m³
8133,Chamarajanagar,IN,co,320.0,µg/m³
8134,Chamarajanagar,IN,so2,3.89,µg/m³
8135,Chamarajanagar,IN,so2,3.89,µg/m³
8136,Chamarajanagar,IN,so2,3.89,µg/m³
8137,Chamarajanagar,IN,co,320.0,µg/m³
8138,Chamarajanagar,IN,co,320.0,µg/m³
8139,Chamarajanagar,IN,co,320.0,µg/m³
8140,Chamarajanagar,IN,co,320.0,µg/m³
8141,Chamarajanagar,IN,co,320.0,µg/m³
8142,Chamarajanagar,IN,co,320.0,µg/m³
8143,Chamarajanagar,IN,o3,23.39,µg/m³
8144,Chamarajanagar,IN,o3,23.39,µg/m³
8145,Chamarajanagar,IN,o3,23.39,µg/m³
8146,Chamarajanagar,IN,pm25,21.13,µg/m³
8147,Chamarajanagar,IN,pm10,30.21,µg/m³
8148,Chamarajanagar,IN,pm25,21.13,µg/m³
8149,Chamarajanagar,IN,pm10,30.21,µg/m³
8150,Chamarajanagar,IN,pm25,21.13,µg/m³
8151,Chamarajanagar,IN,pm10,30.21,µg/m³
8152,Chamarajanagar,IN,pm25,21.13,µg/m³
8153,Chamarajanagar,IN,pm10,30.21,µg/m³
8154,Chamarajanagar,IN,pm25,21.13,µg/m³
8155,Chamarajanagar,IN,pm10,30.21,µg/m³
8156,Chamarajanagar,IN,pm25,21.13,µg/m³
8157,Chamarajanagar,IN,pm10,30.21,µg/m³
8158,Chamarajanagar,IN,pm25,21.13,µg/m³
8159,Chamarajanagar,IN,pm10,30.21,µg/m³
8160,Chamarajanagar,IN,pm25,21.13,µg/m³
8161,Chamarajanagar,IN,pm10,30.21,µg/m³
8162,Chamarajanagar,IN,pm25,21.13,µg/m³
8163,Chamarajanagar,IN,pm10,30.21,µg/m³
8164,Chamarajanagar,IN,pm25,21.13,µg/m³
8165,Chamarajanagar,IN,pm10,30.21,µg/m³
8166,Chamarajanagar,IN,pm25,21.13,µg/m³
8167,Chamarajanagar,IN,pm10,30.21,µg/m³
8168,Chamarajanagar,IN,pm25,21.13,µg/m³
8169,Chamarajanagar,IN,pm10,30.21,µg/m³
8170,Chamarajanagar,IN,pm25,21.13,µg/m³
8171,Chamarajanagar,IN,pm10,30.21,µg/m³
8172,Chamarajanagar,IN,pm25,21.13,µg/m³
8173,Chamarajanagar,IN,pm10,30.21,µg/m³
8174,Chamarajanagar,IN,pm25,21.13,µg/m³
8175,Chamarajanagar,IN,pm10,30.21,µg/m³
8176,Chamarajanagar,IN,pm25,21.13,µg/m³
8177,Chamarajanagar,IN,pm10,30.21,µg/m³
8178,Chamarajanagar,IN,pm25,21.13,µg/m³
8179,Chamarajanagar,IN,pm10,30.21,µg/m³
8180,Chamarajanagar,IN,pm25,21.13,µg/m³
8181,Chamarajanagar,IN,pm10,30.21,µg/m³
8182,Chamarajanagar,IN,pm25,21.13,µg/m³
8183,Chamarajanagar,IN,pm10,30.21,µg/m³
8184,Chamarajanagar,IN,pm25,21.13,µg/m³
8185,Chamarajanagar,IN,pm10,30.21,µg/m³
8186,Chamarajanagar,IN,pm25,21.13,µg/m³
8187,Chamarajanagar,IN,pm10,30.21,µg/m³
8188,Chamarajanagar,IN,pm25,21.13,µg/m³
8189,Chamarajanagar,IN,pm10,30.21,µg/m³
8190,Chamarajanagar,IN,pm25,21.13,µg/m³
8191,Chamarajanagar,IN,pm10,30.21,µg/m³
8192,Chamarajanagar,IN,pm25,21.13,µg/m³
8193,Chamarajanagar,IN,pm10,30.21,µg/m³
8194,Chamarajanagar,IN,pm25,21.13,µg/m³
8195,Chamarajanagar,IN,pm10,30.21,µg/m³
8196,Chamarajanagar,IN,pm25,21.13,µg/m³
8197,Chamarajanagar,IN,pm10,30.21,µg/m³
8198,Chamarajanagar,IN,pm25,21.13,µg/m³
8199,Chamarajanagar,IN,pm10,30.21,µg/m³
8200,Chamarajanagar,IN,pm25,21.13,µg/m³
8201,Chamarajanagar,IN,pm10,30.21,µg/m³
8202,Chamarajanagar,IN,pm25,21.13,µg/m³
8203,Chamarajanagar,IN,pm10,30.21,µg/m³
8204,Chamarajanagar,IN,pm25,21.13,µg/m³
8205,Chamarajanagar,IN,pm10,30.21,µg/m³
8206,Chamarajanagar,IN,pm25,21.13,µg/m³
8207,Chamarajanagar,IN,pm10,30.21,µg/m³
8208,Chamarajanagar,IN,pm25,21.13,µg/m³
8209,Chamarajanagar,IN,pm10,30.21,µg/m³
8210,Chamarajanagar,IN,pm25,21.13,µg/m³
8211,Chamarajanagar,IN,pm10,30.21,µg/m³
8212,Chamarajanagar,IN,pm25,21.13,µg/m³
8213,Chamarajanagar,IN,pm10,30.21,µg/m³
8214,Chamarajanagar,IN,pm25,21.13,µg/m³
8215,Chamarajanagar,IN,pm10,30.21,µg/m³
8216,Chamarajanagar,IN,pm25,21.13,µg/m³
8217,Chamarajanagar,IN,pm10,30.21,µg/m³
8218,Chamarajanagar,IN,pm25,21.13,µg/m³
8219,Chamarajanagar,IN,pm10,30.21,µg/m³
8220,Chamarajanagar,IN,pm25,21.13,µg/m³
8221,Chamarajanagar,IN,pm10,30.21,µg/m³
8222,Chamarajanagar,IN,pm25,21.13,µg/m³
8223,Chamarajanagar,IN,pm10,30.21,µg/m³
8224,Chamarajanagar,IN,pm25,21.13,µg/m³
8225,Chamarajanagar,IN,pm10,30.21,µg/m³
8226,Chamarajanagar,IN,pm25,21.13,µg/m³
8227,Chamarajanagar,IN,pm10,30.21,µg/m³
8228,Chamarajanagar,IN,pm25,21.13,µg/m³
8229,Chamarajanagar,IN,pm10,30.21,µg/m³
8230,Chamarajanagar,IN,pm25,21.13,µg/m³
8231,Chamarajanagar,IN,pm10,30.21,µg/m³
8232,Chamarajanagar,IN,pm25,21.13,µg/m³
8233,Chamarajanagar,IN,pm10,30.21,µg/m³
8234,Chamarajanagar,IN,pm25,21.13,µg/m³
8235,Chamarajanagar,IN,pm10,30.21,µg/m³
8236,Chamarajanagar,IN,pm25,21.13,µg/m³
8237,Chamarajanagar,IN,pm10,30.21,µg/m³
8238,Chamarajanagar,IN,pm25,21.13,µg/m³
8239,Chamarajanagar,IN,pm10,30.21,µg/m³
8240,Chamarajanagar,IN,pm25,21.13,µg/m³
8241,Chamarajanagar,IN,pm10,30.21,µg/m³
8242,Chamarajanagar,IN,pm25,21.13,µg/m³
8243,Chamarajanagar,IN,pm10,30.21,µg/m³
8244,Chamarajanagar,IN,pm25,21.13,µg/m³
8245,Chamarajanagar,IN,pm10,30.21,µg/m³
8246,Chamarajanagar,IN,pm25,21.13,µg/m³
8247,Chamarajanagar,IN,pm10,30.21,µg/m³
8248,Chamarajanagar,IN,pm25,21.13,µg/m³
8249,Chamarajanagar,IN,pm10,30.21,µg/m³
8250,Chamarajanagar,IN,pm25,21.13,µg/m³
8251,Chamarajanagar,IN,pm10,30.21,µg/m³
8252,Chamarajanagar,IN,co,320.0,µg/m³
8253,Chamarajanagar,IN,co,320.0,µg/m³
8254,Chamarajanagar,IN,co,320.0,µg/m³
8255,Chamarajanagar,IN,co,320.0,µg/m³
8256,Chamarajanagar,IN,co,320.0,µg/m³
8257,Chamarajanagar,IN,co,320.0,µg/m³
8258,Chamarajanagar,IN,co,320.0,µg/m³
8259,Chamarajanagar,IN,co,320.0,µg/m³
8260,Chamarajanagar,IN,co,320.0,µg/m³
8261,Chamarajanagar,IN,co,320.0,µg/m³
8262,Chamarajanagar,IN,co,320.0,µg/m³
8263,Chamarajanagar,IN,co,320.0,µg/m³
8264,Chamarajanagar,IN,co,320.0,µg/m³
8265,Chamarajanagar,IN,co,320.0,µg/m³
8266,Chamarajanagar,IN,co,320.0,µg/m³
8267,Chamarajanagar,IN,co,320.0,µg/m³
8268,Chamarajanagar,IN,co,320.0,µg/m³
8269,Chamarajanagar,IN,co,320.0,µg/m³
8270,Chamarajanagar,IN,co,320.0,µg/m³
8271,Chamarajanagar,IN,co,320.0,µg/m³
8272,Chamarajanagar,IN,co,320.0,µg/m³
8273,Chamarajanagar,IN,co,320.0,µg/m³
8274,Chamarajanagar,IN,co,320.0,µg/m³
8275,Chamarajanagar,IN,co,320.0,µg/m³
8276,Chamarajanagar,IN,co,320.0,µg/m³
8277,Chamarajanagar,IN,co,320.0,µg/m³
8278,Chamarajanagar,IN,co,320.0,µg/m³
8279,Chamarajanagar,IN,co,320.0,µg/m³
8280,Chamarajanagar,IN,co,320.0,µg/m³
8281,Chamarajanagar,IN,co,320.0,µg/m³
8282,Chamarajanagar,IN,co,320.0,µg/m³
8283,Chamarajanagar,IN,co,320.0,µg/m³
